province;red;green;blue;x;x
531;176;164;97;Province0531;x
532;111;238;110;Province0532;x
533;187;117;69;Province0533;x
534;223;76;102;Province0534;x
535;234;110;8;Province0535;x
536;118;46;46;Province0536;x
537;167;26;77;Province0537;x
538;152;69;115;Province0538;x
539;200;232;2;Province0539;x
540;195;52;19;Province0540;x
541;116;152;68;Province0541;x
542;93;228;25;Province0542;x
543;150;89;98;Province0543;x
544;219;58;51;Province0544;x
545;148;185;73;Province0545;x
546;245;8;57;Province0546;x
547;194;245;41;Province0547;x
548;101;59;100;Province0548;x
549;83;94;73;Province0549;x
550;119;167;105;Province0550;x
551;85;12;30;Province0551;x
552;129;189;0;Province0552;x
553;223;225;102;Province0553;x
554;160;188;95;Province0554;x
555;109;66;80;Province0555;x
556;109;208;26;Province0556;x
557;226;177;17;Province0557;x
558;94;240;69;Province0558;x
559;242;93;28;Province0559;x
560;144;82;24;Province0560;x
561;112;228;45;Province0561;x
562;172;13;17;Province0562;x
563;218;191;98;Province0563;x
564;134;47;72;Province0564;x
565;73;153;55;Province0565;x
566;132;157;115;Province0566;x
567;113;79;102;Province0567;x
568;101;228;23;Province0568;x
569;199;57;59;Province0569;x
570;233;31;32;Province0570;x
571;136;185;17;Province0571;x
572;226;237;78;Province0572;x
573;144;208;61;Province0573;x
574;78;34;62;Province0574;x
575;201;114;54;Province0575;x
576;109;3;119;Province0576;x
577;65;58;9;Province0577;x
578;133;128;25;Province0578;x
579;220;70;85;Province0579;x
580;127;45;65;Province0580;x
581;153;8;118;Province0581;x
582;153;117;85;Province0582;x
583;64;46;109;Province0583;x
584;163;131;25;Province0584;x
585;174;244;105;Province0585;x
586;231;199;66;Province0586;x
587;138;108;38;Province0587;x
588;135;84;26;Province0588;x
589;235;1;36;Province0589;x
590;109;167;39;Province0590;x
591;151;45;31;Province0591;x
592;151;239;64;Province0592;x
593;133;53;62;Province0593;x
594;99;222;99;Province0594;x
595;196;113;28;Province0595;x
596;214;216;108;Province0596;x
597;158;243;47;Province0597;x
598;186;40;16;Province0598;x
599;201;93;83;Province0599;x
600;103;95;22;Province0600;x
601;192;102;70;Province0601;x
602;80;29;73;Province0602;x
603;139;193;53;Province0603;x
604;106;214;75;Province0604;x
605;143;227;32;Province0605;x
606;93;25;115;Province0606;x
607;233;70;118;Province0607;x
608;180;140;30;Province0608;x
609;245;20;59;Province0609;x
610;120;184;24;Province0610;x
611;125;115;60;Province0611;x
612;148;122;69;Province0612;x
613;78;204;113;Province0613;x
614;165;66;95;Province0614;x
615;80;181;77;Province0615;x
616;158;99;103;Province0616;x
617;237;21;122;Province0617;x
618;223;48;40;Province0618;x
619;243;102;70;Province0619;x
620;80;131;107;Province0620;x
621;84;218;36;Province0621;x
622;63;115;114;Province0622;x
623;126;241;42;Province0623;x
624;104;90;45;Province0624;x
625;162;170;24;Province0625;x
626;223;166;61;Province0626;x
627;93;107;125;Province0627;x
628;67;91;25;Province0628;x
629;82;17;113;Province0629;x
630;206;104;0;Province0630;x
631;245;245;126;Province0631;x
632;176;57;99;Province0632;x
633;195;26;92;Province0633;x
634;79;106;17;Province0634;x
635;80;2;125;Province0635;x
636;160;141;8;Province0636;x
637;68;18;65;Province0637;x
638;81;134;102;Province0638;x
639;107;109;65;Province0639;x
640;197;60;70;Province0640;x
641;208;150;88;Province0641;x
642;192;13;67;Province0642;x
643;96;145;45;Province0643;x
644;210;153;84;Province0644;x
645;179;231;7;Province0645;x
646;229;5;71;Province0646;x
647;223;107;123;Province0647;x
648;96;176;125;Province0648;x
649;76;125;64;Province0649;x
650;175;198;102;Province0650;x
651;195;49;30;Province0651;x
652;204;108;38;Province0652;x
653;252;8;88;Province0653;x
654;238;75;98;Province0654;x
655;90;30;67;Province0655;x
656;240;97;58;Province0656;x
657;106;52;2;Province0657;x
658;91;35;3;Province0658;x
659;204;96;26;Province0659;x
660;70;248;87;Province0660;x
661;163;238;61;Province0661;x
662;215;165;118;Province0662;x
663;209;239;49;Province0663;x
664;141;144;53;Province0664;x
665;229;48;10;Province0665;x
666;175;12;122;Province0666;x
667;89;65;44;Province0667;x
668;151;186;45;Province0668;x
669;171;4;51;Province0669;x
670;76;155;53;Province0670;x
671;189;217;82;Province0671;x
672;249;72;24;Province0672;x
673;252;241;88;Province0673;x
674;95;203;115;Province0674;x
675;209;62;8;Province0675;x
676;160;38;30;Province0676;x
677;144;183;46;Province0677;x
678;211;119;106;Province0678;x
679;205;216;109;Province0679;x
680;220;51;1;Province0680;x
681;98;12;58;Province0681;x
682;194;150;108;Province0682;x
683;127;38;94;Province0683;x
684;217;67;3;Province0684;x
685;64;248;83;Province0685;x
686;223;219;25;Province0686;x
687;227;205;83;Province0687;x
688;177;94;108;Province0688;x
689;134;105;106;Province0689;x
690;101;170;95;Province0690;x
691;205;40;76;Province0691;x
692;135;250;122;Province0692;x
693;224;120;110;Province0693;x
694;206;113;123;Province0694;x
695;158;57;84;Province0695;x
696;197;130;120;Province0696;x
697;218;113;58;Province0697;x
698;128;39;95;Province0698;x
699;103;60;34;Province0699;x
700;92;213;15;Province0700;x
701;126;96;41;Province0701;x
702;181;7;105;Province0702;x
703;195;137;87;Province0703;x
704;224;185;10;Province0704;x
705;148;207;72;Province0705;x
706;182;16;73;Province0706;x
707;89;224;114;Province0707;x
708;95;53;33;Province0708;x
709;177;104;62;Province0709;x
710;138;172;65;Province0710;x
711;235;12;108;Province0711;x
712;132;203;0;Province0712;x
713;74;231;31;Province0713;x
714;153;62;66;Province0714;x
715;117;64;122;Province0715;x
716;122;70;120;Province0716;x
717;107;123;114;Province0717;x
718;252;170;40;Province0718;x
719;226;161;10;Province0719;x
720;140;100;70;Province0720;x
721;173;58;11;Province0721;x
722;254;32;77;Province0722;x
723;177;26;125;Province0723;x
724;180;43;58;Province0724;x
725;194;79;75;Province0725;x
726;154;92;126;Province0726;x
727;189;192;31;Province0727;x
728;240;233;54;Province0728;x
729;165;92;46;Province0729;x
730;199;127;123;Province0730;x
731;243;16;108;Province0731;x
732;146;46;79;Province0732;x
733;123;149;15;Province0733;x
734;197;68;8;Province0734;x
735;187;127;98;Province0735;x
736;91;198;72;Province0736;x
737;198;43;125;Province0737;x
738;190;206;63;Province0738;x
739;162;39;51;Province0739;x
740;71;241;88;Province0740;x
741;95;202;66;Province0741;x
742;234;242;122;Province0742;x
743;201;158;76;Province0743;x
744;248;80;92;Province0744;x
745;107;104;88;Province0745;x
746;212;154;37;Province0746;x
747;195;167;69;Province0747;x
748;131;229;103;Province0748;x
749;77;167;121;Province0749;x
750;98;137;55;Province0750;x
751;115;202;92;Province0751;x
752;123;172;64;Province0752;x
753;212;242;39;Province0753;x
754;114;32;58;Province0754;x
755;156;168;10;Province0755;x
756;246;135;105;Province0756;x
757;184;192;101;Province0757;x
758;71;242;126;Province0758;x
759;227;153;88;Province0759;x
760;189;96;11;Province0760;x
761;187;46;125;Province0761;x
762;156;64;34;Province0762;x
763;81;228;113;Province0763;x
764;185;48;36;Province0764;x
765;93;242;52;Province0765;x
766;83;33;70;Province0766;x
767;91;244;116;Province0767;x
768;244;90;60;Province0768;x
769;217;104;103;Province0769;x
770;180;46;106;Province0770;x
771;67;191;30;Province0771;x
772;65;108;8;Province0772;x
773;189;126;117;Province0773;x
774;233;229;59;Province0774;x
775;66;246;71;Province0775;x
776;223;170;89;Province0776;x
777;107;67;28;Province0777;x
778;233;162;79;Province0778;x
779;211;130;44;Province0779;x
780;63;43;113;Province0780;x
781;145;17;88;Province0781;x
782;128;56;66;Province0782;x
783;184;102;41;Province0783;x
784;247;71;92;Province0784;x
785;85;106;120;Province0785;x
786;151;124;83;Province0786;x
787;104;62;70;Province0787;x
788;104;59;83;Province0788;x
789;224;17;38;Province0789;x
790;116;249;89;Province0790;x
791;236;95;74;Province0791;x
792;161;121;77;Province0792;x
793;209;45;74;Province0793;x
794;63;249;11;Province0794;x
795;254;223;63;Province0795;x
796;171;235;52;Province0796;x
797;125;238;30;Province0797;x
798;72;140;99;Province0798;x
799;216;206;57;Province0799;x
800;154;228;45;Province0800;x
801;110;179;6;Province0801;x
802;182;19;74;Province0802;x
803;191;90;49;Province0803;x
804;175;183;34;Province0804;x
805;221;75;88;Province0805;x
806;80;207;116;Province0806;x
807;107;205;114;Province0807;x
808;121;58;75;Province0808;x
809;93;238;40;Province0809;x
810;206;145;84;Province0810;x
811;137;253;26;Province0811;x
812;131;95;101;Province0812;x
813;248;58;5;Province0813;x
814;98;86;2;Province0814;x
815;182;16;119;Province0815;x
816;210;8;92;Province0816;x
817;65;129;41;Province0817;x
818;67;228;108;Province0818;x
819;126;93;38;Province0819;x
820;241;213;56;Province0820;x
821;238;247;112;Province0821;x
822;166;231;55;Province0822;x
823;113;219;65;Province0823;x
824;129;67;67;Province0824;x
825;93;44;8;Province0825;x
826;145;229;68;Province0826;x
827;105;74;120;Province0827;x
828;198;219;30;Province0828;x
829;174;193;115;Province0829;x
830;70;160;20;Province0830;x
831;94;82;78;Province0831;x
832;147;105;15;Province0832;x
833;105;143;121;Province0833;x
834;76;248;73;Province0834;x
835;182;223;71;Province0835;x
836;97;59;88;Province0836;x
837;190;197;103;Province0837;x
838;117;66;102;Province0838;x
839;254;245;94;Province0839;x
840;85;108;100;Province0840;x
841;149;80;30;Province0841;x
842;142;66;32;Province0842;x
843;218;156;107;Province0843;x
844;238;240;86;Province0844;x
845;198;68;125;Province0845;x
846;114;138;111;Province0846;x
847;106;180;90;Province0847;x
848;125;184;28;Province0848;x
849;167;217;124;Province0849;x
850;241;225;10;Province0850;x
851;154;248;0;Province0851;x
852;211;189;97;Province0852;x
853;75;94;112;Province0853;x
854;214;159;21;Province0854;x
855;191;233;59;Province0855;x
856;198;6;8;Province0856;x
857;196;89;100;Province0857;x
858;136;107;64;Province0858;x
859;161;3;97;Province0859;x
860;201;236;22;Province0860;x
861;190;49;19;Province0861;x
862;248;235;30;Province0862;x
863;251;28;59;Province0863;x
864;157;209;99;Province0864;x
865;77;184;55;Province0865;x
866;101;0;77;Province0866;x
867;191;244;108;Province0867;x
868;187;78;61;Province0868;x
869;198;47;113;Province0869;x
870;147;239;56;Province0870;x
871;233;94;76;Province0871;x
872;69;163;38;Province0872;x
873;244;160;126;Province0873;x
874;208;213;25;Province0874;x
875;218;194;22;Province0875;x
876;92;157;78;Province0876;x
877;225;220;102;Province0877;x
878;98;236;106;Province0878;x
879;75;170;113;Province0879;x
880;68;131;6;Province0880;x
881;67;204;18;Province0881;x
882;145;5;4;Province0882;x
883;70;18;115;Province0883;x
884;107;236;96;Province0884;x
885;159;101;122;Province0885;x
886;235;106;113;Province0886;x
887;72;157;50;Province0887;x
888;159;67;6;Province0888;x
889;253;68;90;Province0889;x
890;204;223;11;Province0890;x
891;253;39;13;Province0891;x
892;88;197;45;Province0892;x
893;110;161;56;Province0893;x
894;158;251;9;Province0894;x
895;184;81;126;Province0895;x
896;251;118;63;Province0896;x
897;76;55;95;Province0897;x
898;68;69;118;Province0898;x
899;64;177;85;Province0899;x
900;76;10;24;Province0900;x
901;154;150;21;Province0901;x
902;101;200;54;Province0902;x
903;151;86;6;Province0903;x
904;178;78;109;Province0904;x
905;90;150;72;Province0905;x
906;147;151;96;Province0906;x
907;246;131;95;Province0907;x
908;141;211;29;Province0908;x
909;222;115;76;Province0909;x
910;75;180;119;Province0910;x
911;244;6;10;Province0911;x
912;247;164;36;Province0912;x
913;233;166;67;Province0913;x
914;77;87;86;Province0914;x
915;63;151;110;Province0915;x
916;156;227;106;Province0916;x
917;69;160;24;Province0917;x
918;95;52;32;Province0918;x
919;191;165;2;Province0919;x
920;246;240;23;Province0920;x
921;224;37;87;Province0921;x
922;201;139;21;Province0922;x
923;171;2;42;Province0923;x
924;126;73;50;Province0924;x
925;88;103;84;Province0925;x
926;193;42;115;Province0926;x
927;224;24;69;Province0927;x
928;253;241;117;Province0928;x
929;126;184;45;Province0929;x
930;153;112;116;Province0930;x
931;99;161;113;Province0931;x
