duchy;Duchy0035;130;707
county;Province0026;110;710
barony;Barony0026a;110;710
barony;Barony0026b;110;710
barony;Barony0026c;110;710
barony;Barony0026d;110;710
barony;Barony0026e;110;710
barony;Barony0026f;110;710
barony;Barony0026g;110;710
county;Province0035;130;707
barony;Barony0035a;130;707
barony;Barony0035b;130;707
barony;Barony0035c;130;707
barony;Barony0035d;130;707
barony;Barony0035e;130;707
barony;Barony0035f;130;707
barony;Barony0035g;130;707
duchy;Duchy0040;145;557
county;Province0033;125;561
barony;Barony0033a;125;561
barony;Barony0033b;125;561
barony;Barony0033c;125;561
barony;Barony0033d;125;561
barony;Barony0033e;125;561
barony;Barony0033f;125;561
barony;Barony0033g;125;561
county;Province0040;145;557
barony;Barony0040a;145;557
barony;Barony0040b;145;557
barony;Barony0040c;145;557
barony;Barony0040d;145;557
barony;Barony0040e;145;557
barony;Barony0040f;145;557
barony;Barony0040g;145;557
duchy;Duchy0044;157;640
county;Province0038;140;651
barony;Barony0038a;140;651
barony;Barony0038b;140;651
barony;Barony0038c;140;651
barony;Barony0038d;140;651
barony;Barony0038e;140;651
barony;Barony0038f;140;651
barony;Barony0038g;140;651
county;Province0046;165;659
barony;Barony0046a;165;659
barony;Barony0046b;165;659
barony;Barony0046c;165;659
barony;Barony0046d;165;659
barony;Barony0046e;165;659
barony;Barony0046f;165;659
barony;Barony0046g;165;659
county;Province0044;157;640
barony;Barony0044a;157;640
barony;Barony0044b;157;640
barony;Barony0044c;157;640
barony;Barony0044d;157;640
barony;Barony0044e;157;640
barony;Barony0044f;157;640
barony;Barony0044g;157;640
duchy;Duchy0061;211;552
county;Province0049;181;546
barony;Barony0049a;181;546
barony;Barony0049b;181;546
barony;Barony0049c;181;546
barony;Barony0049d;181;546
barony;Barony0049e;181;546
barony;Barony0049f;181;546
barony;Barony0049g;181;546
county;Province0052;186;577
barony;Barony0052a;186;577
barony;Barony0052b;186;577
barony;Barony0052c;186;577
barony;Barony0052d;186;577
barony;Barony0052e;186;577
barony;Barony0052f;186;577
barony;Barony0052g;186;577
county;Province0059;209;572
barony;Barony0059a;209;572
barony;Barony0059b;209;572
barony;Barony0059c;209;572
barony;Barony0059d;209;572
barony;Barony0059e;209;572
barony;Barony0059f;209;572
barony;Barony0059g;209;572
county;Province0061;211;552
barony;Barony0061a;211;552
barony;Barony0061b;211;552
barony;Barony0061c;211;552
barony;Barony0061d;211;552
barony;Barony0061e;211;552
barony;Barony0061f;211;552
barony;Barony0061g;211;552
duchy;Duchy0032;124;613
county;Province0027;114;590
barony;Barony0027a;114;590
barony;Barony0027b;114;590
barony;Barony0027c;114;590
barony;Barony0027d;114;590
barony;Barony0027e;114;590
barony;Barony0027f;114;590
barony;Barony0027g;114;590
county;Province0032;124;613
barony;Barony0032a;124;613
barony;Barony0032b;124;613
barony;Barony0032c;124;613
barony;Barony0032d;124;613
barony;Barony0032e;124;613
barony;Barony0032f;124;613
barony;Barony0032g;124;613
kingdom;Kingdom0029;121;397
duchy;Duchy0022;97;422
county;Province0016;78;415
barony;Barony0016a;78;415
barony;Barony0016b;78;415
barony;Barony0016c;78;415
barony;Barony0016d;78;415
barony;Barony0016e;78;415
barony;Barony0016f;78;415
barony;Barony0016g;78;415
county;Province0030;121;430
barony;Barony0030a;121;430
barony;Barony0030b;121;430
barony;Barony0030c;121;430
barony;Barony0030d;121;430
barony;Barony0030e;121;430
barony;Barony0030f;121;430
barony;Barony0030g;121;430
county;Province0022;97;422
barony;Barony0022a;97;422
barony;Barony0022b;97;422
barony;Barony0022c;97;422
barony;Barony0022d;97;422
barony;Barony0022e;97;422
barony;Barony0022f;97;422
barony;Barony0022g;97;422
duchy;Duchy0051;184;421
county;Province0042;155;430
barony;Barony0042a;155;430
barony;Barony0042b;155;430
barony;Barony0042c;155;430
barony;Barony0042d;155;430
barony;Barony0042e;155;430
barony;Barony0042f;155;430
barony;Barony0042g;155;430
county;Province0051;184;421
barony;Barony0051a;184;421
barony;Barony0051b;184;421
barony;Barony0051c;184;421
barony;Barony0051d;184;421
barony;Barony0051e;184;421
barony;Barony0051f;184;421
barony;Barony0051g;184;421
duchy;Duchy0029;121;397
county;Province0023;102;388
barony;Barony0023a;102;388
barony;Barony0023b;102;388
barony;Barony0023c;102;388
barony;Barony0023d;102;388
barony;Barony0023e;102;388
barony;Barony0023f;102;388
barony;Barony0023g;102;388
county;Province0036;137;385
barony;Barony0036a;137;385
barony;Barony0036b;137;385
barony;Barony0036c;137;385
barony;Barony0036d;137;385
barony;Barony0036e;137;385
barony;Barony0036f;137;385
barony;Barony0036g;137;385
county;Province0029;121;397
barony;Barony0029a;121;397
barony;Barony0029b;121;397
barony;Barony0029c;121;397
barony;Barony0029d;121;397
barony;Barony0029e;121;397
barony;Barony0029f;121;397
barony;Barony0029g;121;397
empire;Empire0084;269;399
kingdom;Kingdom0084;269;399
duchy;Duchy0084;269;399
county;Province0074;248;404
barony;Barony0074a;248;404
barony;Barony0074b;248;404
barony;Barony0074c;248;404
barony;Barony0074d;248;404
barony;Barony0074e;248;404
barony;Barony0074f;248;404
barony;Barony0074g;248;404
county;Province0084;269;399
barony;Barony0084a;269;399
barony;Barony0084b;269;399
barony;Barony0084c;269;399
barony;Barony0084d;269;399
barony;Barony0084e;269;399
barony;Barony0084f;269;399
barony;Barony0084g;269;399
empire;Empire0090;280;1243
kingdom;Kingdom0083;268;1157
duchy;Duchy0058;208;1168
county;Province0055;200;1148
barony;Barony0055a;200;1148
barony;Barony0055b;200;1148
barony;Barony0055c;200;1148
barony;Barony0055d;200;1148
barony;Barony0055e;200;1148
barony;Barony0055f;200;1148
barony;Barony0055g;200;1148
county;Province0067;226;1155
barony;Barony0067a;226;1155
barony;Barony0067b;226;1155
barony;Barony0067c;226;1155
barony;Barony0067d;226;1155
barony;Barony0067e;226;1155
barony;Barony0067f;226;1155
barony;Barony0067g;226;1155
county;Province0058;208;1168
barony;Barony0058a;208;1168
barony;Barony0058b;208;1168
barony;Barony0058c;208;1168
barony;Barony0058d;208;1168
barony;Barony0058e;208;1168
barony;Barony0058f;208;1168
barony;Barony0058g;208;1168
duchy;Duchy0060;209;1096
county;Province0053;194;1116
barony;Barony0053a;194;1116
barony;Barony0053b;194;1116
barony;Barony0053c;194;1116
barony;Barony0053d;194;1116
barony;Barony0053e;194;1116
barony;Barony0053f;194;1116
barony;Barony0053g;194;1116
county;Province0066;221;1118
barony;Barony0066a;221;1118
barony;Barony0066b;221;1118
barony;Barony0066c;221;1118
barony;Barony0066d;221;1118
barony;Barony0066e;221;1118
barony;Barony0066f;221;1118
barony;Barony0066g;221;1118
county;Province0060;209;1096
barony;Barony0060a;209;1096
barony;Barony0060b;209;1096
barony;Barony0060c;209;1096
barony;Barony0060d;209;1096
barony;Barony0060e;209;1096
barony;Barony0060f;209;1096
barony;Barony0060g;209;1096
duchy;Duchy0083;268;1157
county;Province0077;255;1179
barony;Barony0077a;255;1179
barony;Barony0077b;255;1179
barony;Barony0077c;255;1179
barony;Barony0077d;255;1179
barony;Barony0077e;255;1179
barony;Barony0077f;255;1179
barony;Barony0077g;255;1179
county;Province0093;282;1179
barony;Barony0093a;282;1179
barony;Barony0093b;282;1179
barony;Barony0093c;282;1179
barony;Barony0093d;282;1179
barony;Barony0093e;282;1179
barony;Barony0093f;282;1179
barony;Barony0093g;282;1179
county;Province0083;268;1157
barony;Barony0083a;268;1157
barony;Barony0083b;268;1157
barony;Barony0083c;268;1157
barony;Barony0083d;268;1157
barony;Barony0083e;268;1157
barony;Barony0083f;268;1157
barony;Barony0083g;268;1157
kingdom;Kingdom0090;280;1243
duchy;Duchy0076;253;1217
county;Province0069;239;1236
barony;Barony0069a;239;1236
barony;Barony0069b;239;1236
barony;Barony0069c;239;1236
barony;Barony0069d;239;1236
barony;Barony0069e;239;1236
barony;Barony0069f;239;1236
barony;Barony0069g;239;1236
county;Province0076;253;1217
barony;Barony0076a;253;1217
barony;Barony0076b;253;1217
barony;Barony0076c;253;1217
barony;Barony0076d;253;1217
barony;Barony0076e;253;1217
barony;Barony0076f;253;1217
barony;Barony0076g;253;1217
duchy;Duchy0090;280;1243
county;Province0079;260;1250
barony;Barony0079a;260;1250
barony;Barony0079b;260;1250
barony;Barony0079c;260;1250
barony;Barony0079d;260;1250
barony;Barony0079e;260;1250
barony;Barony0079f;260;1250
barony;Barony0079g;260;1250
county;Province0089;277;1221
barony;Barony0089a;277;1221
barony;Barony0089b;277;1221
barony;Barony0089c;277;1221
barony;Barony0089d;277;1221
barony;Barony0089e;277;1221
barony;Barony0089f;277;1221
barony;Barony0089g;277;1221
county;Province0090;280;1243
barony;Barony0090a;280;1243
barony;Barony0090b;280;1243
barony;Barony0090c;280;1243
barony;Barony0090d;280;1243
barony;Barony0090e;280;1243
barony;Barony0090f;280;1243
barony;Barony0090g;280;1243
empire;Empire0098;287;817
kingdom;Kingdom0098;287;817
duchy;Duchy0098;287;817
county;Province0081;266;817
barony;Barony0081a;266;817
barony;Barony0081b;266;817
barony;Barony0081c;266;817
barony;Barony0081d;266;817
barony;Barony0081e;266;817
barony;Barony0081f;266;817
barony;Barony0081g;266;817
county;Province0098;287;817
barony;Barony0098a;287;817
barony;Barony0098b;287;817
barony;Barony0098c;287;817
barony;Barony0098d;287;817
barony;Barony0098e;287;817
barony;Barony0098f;287;817
barony;Barony0098g;287;817
empire;Empire0100;292;352
kingdom;Kingdom0100;292;352
duchy;Duchy0100;292;352
county;Province0086;274;339
barony;Barony0086a;274;339
barony;Barony0086b;274;339
barony;Barony0086c;274;339
barony;Barony0086d;274;339
barony;Barony0086e;274;339
barony;Barony0086f;274;339
barony;Barony0086g;274;339
county;Province0102;294;326
barony;Barony0102a;294;326
barony;Barony0102b;294;326
barony;Barony0102c;294;326
barony;Barony0102d;294;326
barony;Barony0102e;294;326
barony;Barony0102f;294;326
barony;Barony0102g;294;326
county;Province0116;311;343
barony;Barony0116a;311;343
barony;Barony0116b;311;343
barony;Barony0116c;311;343
barony;Barony0116d;311;343
barony;Barony0116e;311;343
barony;Barony0116f;311;343
barony;Barony0116g;311;343
county;Province0100;292;352
barony;Barony0100a;292;352
barony;Barony0100b;292;352
barony;Barony0100c;292;352
barony;Barony0100d;292;352
barony;Barony0100e;292;352
barony;Barony0100f;292;352
barony;Barony0100g;292;352
empire;Empire0104;295;605
kingdom;Kingdom0104;295;605
duchy;Duchy0082;267;628
county;Province0072;242;633
barony;Barony0072a;242;633
barony;Barony0072b;242;633
barony;Barony0072c;242;633
barony;Barony0072d;242;633
barony;Barony0072e;242;633
barony;Barony0072f;242;633
barony;Barony0072g;242;633
county;Province0082;267;628
barony;Barony0082a;267;628
barony;Barony0082b;267;628
barony;Barony0082c;267;628
barony;Barony0082d;267;628
barony;Barony0082e;267;628
barony;Barony0082f;267;628
barony;Barony0082g;267;628
duchy;Duchy0133;335;617
county;Province0119;315;620
barony;Barony0119a;315;620
barony;Barony0119b;315;620
barony;Barony0119c;315;620
barony;Barony0119d;315;620
barony;Barony0119e;315;620
barony;Barony0119f;315;620
barony;Barony0119g;315;620
county;Province0120;315;641
barony;Barony0120a;315;641
barony;Barony0120b;315;641
barony;Barony0120c;315;641
barony;Barony0120d;315;641
barony;Barony0120e;315;641
barony;Barony0120f;315;641
barony;Barony0120g;315;641
county;Province0133;335;617
barony;Barony0133a;335;617
barony;Barony0133b;335;617
barony;Barony0133c;335;617
barony;Barony0133d;335;617
barony;Barony0133e;335;617
barony;Barony0133f;335;617
barony;Barony0133g;335;617
duchy;Duchy0155;375;688
county;Province0154;374;668
barony;Barony0154a;374;668
barony;Barony0154b;374;668
barony;Barony0154c;374;668
barony;Barony0154d;374;668
barony;Barony0154e;374;668
barony;Barony0154f;374;668
barony;Barony0154g;374;668
county;Province0179;395;694
barony;Barony0179a;395;694
barony;Barony0179b;395;694
barony;Barony0179c;395;694
barony;Barony0179d;395;694
barony;Barony0179e;395;694
barony;Barony0179f;395;694
barony;Barony0179g;395;694
county;Province0185;403;667
barony;Barony0185a;403;667
barony;Barony0185b;403;667
barony;Barony0185c;403;667
barony;Barony0185d;403;667
barony;Barony0185e;403;667
barony;Barony0185f;403;667
barony;Barony0185g;403;667
county;Province0155;375;688
barony;Barony0155a;375;688
barony;Barony0155b;375;688
barony;Barony0155c;375;688
barony;Barony0155d;375;688
barony;Barony0155e;375;688
barony;Barony0155f;375;688
barony;Barony0155g;375;688
duchy;Duchy0177;393;616
county;Province0149;369;617
barony;Barony0149a;369;617
barony;Barony0149b;369;617
barony;Barony0149c;369;617
barony;Barony0149d;369;617
barony;Barony0149e;369;617
barony;Barony0149f;369;617
barony;Barony0149g;369;617
county;Province0177;393;616
barony;Barony0177a;393;616
barony;Barony0177b;393;616
barony;Barony0177c;393;616
barony;Barony0177d;393;616
barony;Barony0177e;393;616
barony;Barony0177f;393;616
barony;Barony0177g;393;616
duchy;Duchy0194;408;551
county;Province0163;382;567
barony;Barony0163a;382;567
barony;Barony0163b;382;567
barony;Barony0163c;382;567
barony;Barony0163d;382;567
barony;Barony0163e;382;567
barony;Barony0163f;382;567
barony;Barony0163g;382;567
county;Province0173;390;541
barony;Barony0173a;390;541
barony;Barony0173b;390;541
barony;Barony0173c;390;541
barony;Barony0173d;390;541
barony;Barony0173e;390;541
barony;Barony0173f;390;541
barony;Barony0173g;390;541
county;Province0189;405;571
barony;Barony0189a;405;571
barony;Barony0189b;405;571
barony;Barony0189c;405;571
barony;Barony0189d;405;571
barony;Barony0189e;405;571
barony;Barony0189f;405;571
barony;Barony0189g;405;571
county;Province0194;408;551
barony;Barony0194a;408;551
barony;Barony0194b;408;551
barony;Barony0194c;408;551
barony;Barony0194d;408;551
barony;Barony0194e;408;551
barony;Barony0194f;408;551
barony;Barony0194g;408;551
duchy;Duchy0222;460;634
county;Province0203;432;631
barony;Barony0203a;432;631
barony;Barony0203b;432;631
barony;Barony0203c;432;631
barony;Barony0203d;432;631
barony;Barony0203e;432;631
barony;Barony0203f;432;631
barony;Barony0203g;432;631
county;Province0222;460;634
barony;Barony0222a;460;634
barony;Barony0222b;460;634
barony;Barony0222c;460;634
barony;Barony0222d;460;634
barony;Barony0222e;460;634
barony;Barony0222f;460;634
barony;Barony0222g;460;634
duchy;Duchy0104;295;605
county;Province0099;291;627
barony;Barony0099a;291;627
barony;Barony0099b;291;627
barony;Barony0099c;291;627
barony;Barony0099d;291;627
barony;Barony0099e;291;627
barony;Barony0099f;291;627
barony;Barony0099g;291;627
county;Province0121;316;595
barony;Barony0121a;316;595
barony;Barony0121b;316;595
barony;Barony0121c;316;595
barony;Barony0121d;316;595
barony;Barony0121e;316;595
barony;Barony0121f;316;595
barony;Barony0121g;316;595
county;Province0104;295;605
barony;Barony0104a;295;605
barony;Barony0104b;295;605
barony;Barony0104c;295;605
barony;Barony0104d;295;605
barony;Barony0104e;295;605
barony;Barony0104f;295;605
barony;Barony0104g;295;605
empire;Empire0105;296;1341
kingdom;Kingdom0105;296;1341
duchy;Duchy0105;296;1341
county;Province0087;275;1335
barony;Barony0087a;275;1335
barony;Barony0087b;275;1335
barony;Barony0087c;275;1335
barony;Barony0087d;275;1335
barony;Barony0087e;275;1335
barony;Barony0087f;275;1335
barony;Barony0087g;275;1335
county;Province0094;283;1312
barony;Barony0094a;283;1312
barony;Barony0094b;283;1312
barony;Barony0094c;283;1312
barony;Barony0094d;283;1312
barony;Barony0094e;283;1312
barony;Barony0094f;283;1312
barony;Barony0094g;283;1312
county;Province0111;304;1321
barony;Barony0111a;304;1321
barony;Barony0111b;304;1321
barony;Barony0111c;304;1321
barony;Barony0111d;304;1321
barony;Barony0111e;304;1321
barony;Barony0111f;304;1321
barony;Barony0111g;304;1321
county;Province0105;296;1341
barony;Barony0105a;296;1341
barony;Barony0105b;296;1341
barony;Barony0105c;296;1341
barony;Barony0105d;296;1341
barony;Barony0105e;296;1341
barony;Barony0105f;296;1341
barony;Barony0105g;296;1341
empire;Empire0108;303;526
kingdom;Kingdom0108;303;526
duchy;Duchy0108;303;526
county;Province0092;282;536
barony;Barony0092a;282;536
barony;Barony0092b;282;536
barony;Barony0092c;282;536
barony;Barony0092d;282;536
barony;Barony0092e;282;536
barony;Barony0092f;282;536
barony;Barony0092g;282;536
county;Province0095;284;512
barony;Barony0095a;284;512
barony;Barony0095b;284;512
barony;Barony0095c;284;512
barony;Barony0095d;284;512
barony;Barony0095e;284;512
barony;Barony0095f;284;512
barony;Barony0095g;284;512
county;Province0112;305;506
barony;Barony0112a;305;506
barony;Barony0112b;305;506
barony;Barony0112c;305;506
barony;Barony0112d;305;506
barony;Barony0112e;305;506
barony;Barony0112f;305;506
barony;Barony0112g;305;506
county;Province0124;319;538
barony;Barony0124a;319;538
barony;Barony0124b;319;538
barony;Barony0124c;319;538
barony;Barony0124d;319;538
barony;Barony0124e;319;538
barony;Barony0124f;319;538
barony;Barony0124g;319;538
county;Province0108;303;526
barony;Barony0108a;303;526
barony;Barony0108b;303;526
barony;Barony0108c;303;526
barony;Barony0108d;303;526
barony;Barony0108e;303;526
barony;Barony0108f;303;526
barony;Barony0108g;303;526
empire;Empire0132;334;275
kingdom;Kingdom0132;334;275
duchy;Duchy0132;334;275
county;Province0123;318;288
barony;Barony0123a;318;288
barony;Barony0123b;318;288
barony;Barony0123c;318;288
barony;Barony0123d;318;288
barony;Barony0123e;318;288
barony;Barony0123f;318;288
barony;Barony0123g;318;288
county;Province0132;334;275
barony;Barony0132a;334;275
barony;Barony0132b;334;275
barony;Barony0132c;334;275
barony;Barony0132d;334;275
barony;Barony0132e;334;275
barony;Barony0132f;334;275
barony;Barony0132g;334;275
empire;Empire0136;344;426
kingdom;Kingdom0136;344;426
duchy;Duchy0136;344;426
county;Province0125;321;419
barony;Barony0125a;321;419
barony;Barony0125b;321;419
barony;Barony0125c;321;419
barony;Barony0125d;321;419
barony;Barony0125e;321;419
barony;Barony0125f;321;419
barony;Barony0125g;321;419
county;Province0129;327;453
barony;Barony0129a;327;453
barony;Barony0129b;327;453
barony;Barony0129c;327;453
barony;Barony0129d;327;453
barony;Barony0129e;327;453
barony;Barony0129f;327;453
barony;Barony0129g;327;453
county;Province0136;344;426
barony;Barony0136a;344;426
barony;Barony0136b;344;426
barony;Barony0136c;344;426
barony;Barony0136d;344;426
barony;Barony0136e;344;426
barony;Barony0136f;344;426
barony;Barony0136g;344;426
empire;Empire0138;344;1051
kingdom;Kingdom0056;202;992
duchy;Duchy0045;160;935
county;Province0043;155;956
barony;Barony0043a;155;956
barony;Barony0043b;155;956
barony;Barony0043c;155;956
barony;Barony0043d;155;956
barony;Barony0043e;155;956
barony;Barony0043f;155;956
barony;Barony0043g;155;956
county;Province0048;178;946
barony;Barony0048a;178;946
barony;Barony0048b;178;946
barony;Barony0048c;178;946
barony;Barony0048d;178;946
barony;Barony0048e;178;946
barony;Barony0048f;178;946
barony;Barony0048g;178;946
county;Province0045;160;935
barony;Barony0045a;160;935
barony;Barony0045b;160;935
barony;Barony0045c;160;935
barony;Barony0045d;160;935
barony;Barony0045e;160;935
barony;Barony0045f;160;935
barony;Barony0045g;160;935
duchy;Duchy0056;202;992
county;Province0050;182;1015
barony;Barony0050a;182;1015
barony;Barony0050b;182;1015
barony;Barony0050c;182;1015
barony;Barony0050d;182;1015
barony;Barony0050e;182;1015
barony;Barony0050f;182;1015
barony;Barony0050g;182;1015
county;Province0062;213;1020
barony;Barony0062a;213;1020
barony;Barony0062b;213;1020
barony;Barony0062c;213;1020
barony;Barony0062d;213;1020
barony;Barony0062e;213;1020
barony;Barony0062f;213;1020
barony;Barony0062g;213;1020
county;Province0056;202;992
barony;Barony0056a;202;992
barony;Barony0056b;202;992
barony;Barony0056c;202;992
barony;Barony0056d;202;992
barony;Barony0056e;202;992
barony;Barony0056f;202;992
barony;Barony0056g;202;992
kingdom;Kingdom0088;276;1056
duchy;Duchy0071;241;1060
county;Province0070;241;1040
barony;Barony0070a;241;1040
barony;Barony0070b;241;1040
barony;Barony0070c;241;1040
barony;Barony0070d;241;1040
barony;Barony0070e;241;1040
barony;Barony0070f;241;1040
barony;Barony0070g;241;1040
county;Province0071;241;1060
barony;Barony0071a;241;1060
barony;Barony0071b;241;1060
barony;Barony0071c;241;1060
barony;Barony0071d;241;1060
barony;Barony0071e;241;1060
barony;Barony0071f;241;1060
barony;Barony0071g;241;1060
duchy;Duchy0088;276;1056
county;Province0078;260;1069
barony;Barony0078a;260;1069
barony;Barony0078b;260;1069
barony;Barony0078c;260;1069
barony;Barony0078d;260;1069
barony;Barony0078e;260;1069
barony;Barony0078f;260;1069
barony;Barony0078g;260;1069
county;Province0080;264;1033
barony;Barony0080a;264;1033
barony;Barony0080b;264;1033
barony;Barony0080c;264;1033
barony;Barony0080d;264;1033
barony;Barony0080e;264;1033
barony;Barony0080f;264;1033
barony;Barony0080g;264;1033
county;Province0088;276;1056
barony;Barony0088a;276;1056
barony;Barony0088b;276;1056
barony;Barony0088c;276;1056
barony;Barony0088d;276;1056
barony;Barony0088e;276;1056
barony;Barony0088f;276;1056
barony;Barony0088g;276;1056
kingdom;Kingdom0138;344;1051
duchy;Duchy0126;324;1040
county;Province0106;297;1046
barony;Barony0106a;297;1046
barony;Barony0106b;297;1046
barony;Barony0106c;297;1046
barony;Barony0106d;297;1046
barony;Barony0106e;297;1046
barony;Barony0106f;297;1046
barony;Barony0106g;297;1046
county;Province0114;308;1025
barony;Barony0114a;308;1025
barony;Barony0114b;308;1025
barony;Barony0114c;308;1025
barony;Barony0114d;308;1025
barony;Barony0114e;308;1025
barony;Barony0114f;308;1025
barony;Barony0114g;308;1025
county;Province0117;314;1059
barony;Barony0117a;314;1059
barony;Barony0117b;314;1059
barony;Barony0117c;314;1059
barony;Barony0117d;314;1059
barony;Barony0117e;314;1059
barony;Barony0117f;314;1059
barony;Barony0117g;314;1059
county;Province0126;324;1040
barony;Barony0126a;324;1040
barony;Barony0126b;324;1040
barony;Barony0126c;324;1040
barony;Barony0126d;324;1040
barony;Barony0126e;324;1040
